X,Y,OBJECTID,id,FileName,Site,Owner,Point_num,Species,num_Indivi,Other,PhotoN,PhotoE,PhotoS,PhotoW,LifeStage,Habitat,PointNotes,photo,Treatment_
-71.4327436029999,41.950917438,1735,155,GL_09_22_P,High Rock Farm,Cumberland Land Trust,274, ,0,Photo,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_22_274_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_22_274_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_22_274_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_22_274_W.jpg, , , ,y, 
-71.429172662,41.9500712890001,1736,156,GL_09_22_P,High Rock Farm,Cumberland Land Trust,279, ,0,Photo,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_22_279_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_22_279_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_22_279_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_22_279_W.jpg, , , ,y, 
-71.428534962,41.9495938480001,1737,157,GL_09_22_P,High Rock Farm,Cumberland Land Trust,282, ,0,Photo, ,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_22_282_E.jpg, , , , , ,y, 
-71.4283807419999,41.949783118,1738,158,GL_09_22_P,High Rock Farm,Cumberland Land Trust,283, ,0,Photo,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_22_283_N.jpg, , , , , , ,y, 
-71.428260541,41.953839959,1739,159,GL_09_22_P,High Rock Farm,Cumberland Land Trust,297,ACPL,0, , , , , ,M,M, , , 
-71.38146017,41.8379396600001,1740,160,GL_09_20_P,Blackstone Park,City of Providence,8,FRAL4,1, , , , , ,M,HR, , , 
-71.379762249,41.8379544200001,1741,161,GL_09_20_P,Blackstone Park,City of Providence,15,POCU6,0, , , , , ,MF,HR, , , 
-71.37979201,41.8378827500001,1742,162,GL_09_20_P,Blackstone Park,City of Providence,16,FRAL4,1, , , , , ,M,HR,~15' tall, , 
-71.37961197,41.8361351190001,1743,163,GL_09_20_P,Blackstone Park,City of Providence,22,EUAL13,2, , , , , ,MR,MR,both ~10' tall, , 
-71.380188559,41.8359193690001,1744,164,GL_09_20_P,Blackstone Park,City of Providence,26,CEOR7,0, , , , , ,M,HR, , , 
-71.3803516689999,41.8370605700001,1745,165,GL_09_20_P,Blackstone Park,City of Providence,31, ,0,Photo, ,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_20_031_E.jpg, , , , , ,y, 
-71.380301289,41.83735218,1746,166,GL_09_20_P,Blackstone Park,City of Providence,33,EUAL13,0, , , , , ,MR,HT, , , 
-71.3802935799999,41.835160139,1747,167,GL_09_20_P,Blackstone Park,City of Providence,52,CEOR7,0, , , , , ,AS,W, , , 
-71.38045275,41.8349849590001,1748,168,GL_09_20_P,Blackstone Park,City of Providence,53,ROMU,0, , , , , ,M,NHI, , , 
-71.38051897,41.834987309,1749,169,GL_09_20_P,Blackstone Park,City of Providence,54,BETH,0,PHOTO, , , ,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_20_054_W.jpg,A,HT, ,y, 
-71.38078275,41.8348837090001,1750,170,GL_09_20_P,Blackstone Park,City of Providence,55,ROMU,0, , , , , ,M,H, , , 
-71.38074528,41.834867699,1751,171,GL_09_20_P,Blackstone Park,City of Providence,56,CEOR7,0, , , , , ,M,H, , , 
-71.38095391,41.834872809,1752,172,GL_09_20_P,Blackstone Park,City of Providence,58, ,0,Photo,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_20_058_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_20_058_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_20_058_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_20_058_W.jpg, , , ,y, 
-71.38118366,41.8347055090001,1753,173,GL_09_20_P,Blackstone Park,City of Providence,59,BETH,0, , , , , ,MR,HT, , , 
-71.3811658,41.8347017290001,1754,174,GL_09_20_P,Blackstone Park,City of Providence,60,ROMU,0, , , , , ,M,HT, , , 
-71.38135783,41.834541469,1755,175,GL_09_20_P,Blackstone Park,City of Providence,63,BETH,0, , , , , ,MR,NIDT, , , 
-71.3813479409999,41.83452907,1756,176,GL_09_20_P,Blackstone Park,City of Providence,64,CEOR7,0, , , , , ,M,NIDT, , , 
-71.38147543,41.8344976390001,1757,177,GL_09_20_P,Blackstone Park,City of Providence,67,ROMU,0, , , , , ,M,HIT, , , 
-71.3814736699999,41.8345017390001,1758,178,GL_09_20_P,Blackstone Park,City of Providence,68,BETH,0, , , , , ,MR,HIT, , , 
-71.381559,41.834518249,1759,179,GL_09_20_P,Blackstone Park,City of Providence,69,CEOR7,0, , , , , ,MAS,HIT, , , 
-71.3818801899999,41.8345099590001,1760,180,GL_09_20_P,Blackstone Park,City of Providence,73, ,0,Photo, , ,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_20_073_S.jpg, , , , ,y, 
-71.3821941799999,41.8343884990001,1761,181,GL_09_20_P,Blackstone Park,City of Providence,77, ,0,Photo,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_20_077_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_20_077_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_20_077_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_20_077_W.jpg, , , ,y, 
-71.38254647,41.834381959,1762,182,GL_09_20_P,Blackstone Park,City of Providence,80, ,0,Photo,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_20_080_N.jpg, , , , , , ,y, 
-71.38272743,41.833896989,1763,183,GL_09_20_P,Blackstone Park,City of Providence,86,ACPS,0, , , , , ,A,H, , , 
-71.3817892499999,41.8352418590001,1764,184,GL_09_20_P,Blackstone Park,City of Providence,95, ,0,Photo,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_20_095_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_20_095_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_20_095_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_20_095_W.jpg, , , ,y, 
-71.37968212,41.8359871800001,1765,185,GL_09_20_P,Blackstone Park,City of Providence,101,ACPS,0, , , , , ,M,HR, , , 
-71.3793275689999,41.8358750290001,1766,186,GL_09_20_P,Blackstone Park,City of Providence,102,ROMU,0, , , , , ,M,WR, , , 
-71.379168899,41.8314582680001,1767,187,GL_09_16_02_P,Blackstone Park,City of Providence,28,ACPS,0, , , , , ,M,HM, , , 
-71.379064119,41.8315280080001,1768,188,GL_09_16_02_P,Blackstone Park,City of Providence,29, ,0,Photo,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_16_02_029_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_16_02_029_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_16_02_029_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_16_02_029_W.jpg, , , ,y, 
-71.378948709,41.831784079,1769,189,GL_09_16_02_P,Blackstone Park,City of Providence,30, ,0,Photo, , , ,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_16_02_030_W.jpg, , , ,y, 
-71.379536609,41.831122329,1770,190,GL_09_16_02_P,Blackstone Park,City of Providence,31, ,0,Photo,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_16_02_031_N.jpg, , , , , , ,y, 
-71.3806410999999,41.8305774180001,1771,191,GL_09_16_02_P,Blackstone Park,City of Providence,38,FRAL4,0, , , , , ,S,TWH, , , 
-71.380765399,41.830648749,1772,192,GL_09_16_02_P,Blackstone Park,City of Providence,40, ,0,Photo,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_16_02_040_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_16_02_040_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_16_02_040_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_09_16_02_040_W.jpg, , , ,y, 
-71.38005118,41.8297878380001,1773,193,GL_09_16_02_P,Blackstone Park,City of Providence,55,EUAL13,0, , , , , ,M,H, , , 
-71.37990466,41.8297512980001,1774,194,GL_09_16_02_P,Blackstone Park,City of Providence,57,ACPS,0, , , , , ,M,HR, , , 
-71.3814040999999,41.8293932180001,1775,195,GL_09_16_02_P,Blackstone Park,City of Providence,58,EUAL13,4, , , , , ,MSR,HT, , , 
-71.3819073499999,41.8300777680001,1776,196,GL_09_16_02_P,Blackstone Park,City of Providence,63,EUAL13,0, , , , , ,S,H, , , 
-71.38197776,41.830099058,1777,197,GL_09_16_02_P,Blackstone Park,City of Providence,64,CEOR7,0, , , , , ,S,H, , , 
-71.38205504,41.8300957880001,1778,198,GL_09_16_02_P,Blackstone Park,City of Providence,65,ROMU,0, , , , , ,M,HM, , , 
-71.3815828899999,41.8303501880001,1779,199,GL_09_16_02_P,Blackstone Park,City of Providence,66,EUAL13,0, , , , , ,M,HT, , , 
-71.3815565529999,41.830342053,1780,200,GL_09_16_02_P,Blackstone Park,City of Providence,0,ROMU,0, , , , , ,M,HT, , , 
-71.38141701,41.829975258,1781,201,GL_09_16_02_P,Blackstone Park,City of Providence,67,ACPS,0, , , , , ,M,HT, , , 
-71.38136286,41.829927228,1782,202,GL_09_16_02_P,Blackstone Park,City of Providence,68,FRAL4,1, , , , , ,M,HT,~10' tall, , 
-71.380861199,41.829835448,1783,203,GL_09_16_02_P,Blackstone Park,City of Providence,71,FRAL4,1, , , , , ,M,H,~10' tall, , 
-71.38076054,41.8303131380001,1784,204,GL_09_16_02_P,Blackstone Park,City of Providence,75,FRAL4,1, , , , , ,M,HT,~4.5' tall, , 
-71.4275566319999,41.828728868,1785,1,GL_09_16_03_P,Woonasquatucket River Walk,Woonasquatucket River Watershed Council,140,AIAL,0, , , , , ,M,ID, , , 
-71.427427971,41.828725858,1786,2,GL_09_16_03_P,Woonasquatucket River Walk,Woonasquatucket River Watershed Council,141,AIAL,0, , , , , ,M,ID, , , 
-71.4272419709999,41.828798018,1787,3,GL_09_16_03_P,Woonasquatucket River Walk,Woonasquatucket River Watershed Council,143,ACPS,2, , , , , ,M,ID, , , 
-71.426991862,41.8288390980001,1788,4,GL_09_16_03_P,Woonasquatucket River Walk,Woonasquatucket River Watershed Council,144,AIAL,0, , , , , ,M,ID, , , 
-71.426814582,41.828871787,1789,5,GL_09_16_03_P,Woonasquatucket River Walk,Woonasquatucket River Watershed Council,145,AIAL,0, , , , , ,M,ID, , , 
-71.426695561,41.8288934880001,1790,6,GL_09_16_03_P,Woonasquatucket River Walk,Woonasquatucket River Watershed Council,146,AIAL,0, , , , , ,M,ID, , , 
-71.426737631,41.829170768,1791,7,GL_09_16_03_P,Woonasquatucket River Walk,Woonasquatucket River Watershed Council,148,ROMU,0, , , , , ,M,ID, , , 
-71.426777871,41.8292016980001,1792,8,GL_09_16_03_P,Woonasquatucket River Walk,Woonasquatucket River Watershed Council,149,AIAL,0, , , , , ,M,ID, , , 
-71.426902001,41.8291715180001,1793,9,GL_09_16_03_P,Woonasquatucket River Walk,Woonasquatucket River Watershed Council,151,EUAL13,0, , , , , ,A,ID, , , 
-71.4275618309999,41.829071438,1794,10,GL_09_16_03_P,Woonasquatucket River Walk,Woonasquatucket River Watershed Council,155,ELUM,0, , , , , ,A,ID, , , 
-71.429812033,41.8285743980001,1795,11,GL_09_16_03_P,Woonasquatucket River Walk,Woonasquatucket River Watershed Council,165,ACPS,0, , , , , ,M,ID, , , 
-71.430505973,41.8284249480001,1796,12,GL_09_16_03_P,Woonasquatucket River Walk,Woonasquatucket River Watershed Council,166,ROMU,0, , , , , ,M,ID, , , 
-71.6876609459999,41.548021987,1797,13,JV_09_14_P,"Arcadia, KG Ranch Fields",DEM,586, ,0,PHOTO, , , ,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_14_586_W.jpg, , ,Before,y,y
-71.688253547,41.5488268980001,1798,14,JV_09_14_P,"Arcadia, KG Ranch Fields",DEM,587,CEOR7,0,PHOTO, , , ,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_14_587_W.jpg, , ,Before,y,y
-71.6880945359999,41.5500115180001,1799,15,JV_09_14_P,"Arcadia, KG Ranch Fields",DEM,588, ,0,PHOTO, , , ,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_14_588_W.jpg, , ,Before,y,y
-71.688023297,41.5502742080001,1800,16,JV_09_14_P,"Arcadia, KG Ranch Fields",DEM,589, ,0,PHOTO, , ,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_14_589_S.jpg, , , , ,y,y
-71.665798748,41.5233088630001,1801,19,JV_09_20_P,Arcadia Roads,DEM/ DOT,697,POCU6,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_20_697_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_20_697_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_20_697_S.jpg, , , ,Before,y,y
-71.750034973,41.5273777890001,1802,23,JV_09_20_P,Arcadia Roads,DEM/ DOT,701,POCU6,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_20_701_N.jpg, ,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_20_701_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_20_701_W.jpg, , ,Before,y,y
-71.745159845,41.532205015,1803,24,JV_09_20_P,Arcadia Roads,DEM/ DOT,702,POCU6,0,PHOTO, , , ,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_20_702_W.jpg, , ,Before,y,y
-71.607582485,41.642830718,1804,28,JV_09_21_P,Big River Management Area,DEM,712, ,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_21_712_N.jpg, , , , , , ,y, 
-71.6072811559999,41.6429692780001,1805,29,JV_09_21_P,Big River Management Area,DEM,717,ROMU,1, , , , , ,S,M, , , 
-71.6068860349999,41.642281708,1806,30,JV_09_21_P,Big River Management Area,DEM,720, ,0,PHOTO, , , ,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_21_720_W.jpg, , , ,y, 
-71.607260035,41.6410918080001,1807,31,JV_09_21_P,Big River Management Area,DEM,734, ,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_21_734_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_21_734_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_21_734_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_21_734_W.jpg, , ,Field population,y, 
-71.6081452449999,41.6409945780001,1808,32,JV_09_21_P,Big River Management Area,DEM,735, ,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_21_735_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_21_735_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_21_735_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_21_735_W.jpg, , ,Field population,y, 
-71.6091743759999,41.640154798,1809,33,JV_09_21_P,Big River Management Area,DEM,747,LOMO2,1, , , , , ,A,RX, , , 
-71.6910521039999,41.6706849620001,1810,34,JV_09_24_P,Maxwell Mays,Audubon Society,763, ,0,ATTENTION, , , , , , ,Tree down in path, ,y
-71.688810533,41.6685868010001,1811,35,JV_09_24_P,Maxwell Mays,Audubon Society,764, ,0,PHOTO, , , ,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_24_764_W.jpg, , ,Stone chimney,y, 
-71.6859205329999,41.669310501,1812,36,JV_09_24_P,Maxwell Mays,Audubon Society,765, ,1,ROPS, , , , ,A,R,Single next to house, , 
-71.684438191,41.667107151,1813,37,JV_09_24_P,Maxwell Mays,Audubon Society,766, ,0,ATTENTION, , , , , , ,Vernal Pond, , 
-71.6856785419999,41.6685827810001,1814,38,JV_09_24_P,Maxwell Mays,Audubon Society,767,LOMO2,2, , , , , ,S,RX,Pulled, , 
-71.688770043,41.6724967920001,1815,39,JV_09_24_P,Maxwell Mays,Audubon Society,768, ,0,ATTENTION, , , , , , ,Tree down in path, , 
-71.687404633,41.6732670120001,1816,40,JV_09_24_P,Maxwell Mays,Audubon Society,769, ,0,ATTENTION, , , , , , ,Tree down in path, , 
-71.691431974,41.670755451,1817,41,JV_09_24_P,Maxwell Mays,Audubon Society,772, ,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_24_772_N.jpg, , , , , , ,y,y
-71.691384275,41.670059591,1818,42,JV_09_24_P,Maxwell Mays,Audubon Society,773, ,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_24_773_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_24_773_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_24_773_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_24_773_W.jpg, , , ,y,y
-71.692352305,41.6699350310001,1819,43,JV_09_24_P,Maxwell Mays,Audubon Society,779,CEOR7,5, , , , , ,M,XT, , ,y
-71.6926041849999,41.670274922,1820,44,JV_09_24_P,Maxwell Mays,Audubon Society,782, ,0,PHOTO, , , ,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_24_782_W.jpg, , ,Dump site,y,y
-71.694211245,41.670489751,1821,45,JV_09_24_P,Maxwell Mays,Audubon Society,787, ,0,PHOTO, , , ,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_24_787_W.jpg, , ,Field,y,y
-71.6946999049999,41.6704050010001,1822,46,JV_09_24_P,Maxwell Mays,Audubon Society,790, ,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_24_790_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_24_790_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_24_790_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_24_790_W.jpg, , ,Field,y,y
-71.694609385,41.6704943610001,1823,47,JV_09_24_P,Maxwell Mays,Audubon Society,791,ELUM,1, , , , , ,A,M,In field, ,y
-71.693231565,41.6706293010001,1824,48,JV_09_24_P,Maxwell Mays,Audubon Society,795,BETH,1, , , , , ,MR,M, , ,y
-71.6930855539999,41.6706912510001,1825,49,JV_09_24_P,Maxwell Mays,Audubon Society,796,ROMU,1, , , , , ,A,M, , ,y
-71.693128804,41.670714882,1826,50,JV_09_24_P,Maxwell Mays,Audubon Society,797,BETH,2, , , , , ,MR,M, , ,y
-71.693093435,41.6708212520001,1827,51,JV_09_24_P,Maxwell Mays,Audubon Society,798,ROMU,0, , , , , ,M,M, , ,y
-71.693194265,41.6708410320001,1828,52,JV_09_24_P,Maxwell Mays,Audubon Society,799,EUAL13,5, , , , , ,M,M, , ,y
-71.6931992949999,41.670838851,1829,53,JV_09_24_P,Maxwell Mays,Audubon Society,800,BETH,2, , , , , ,MR,M, , ,y
-71.6931636749999,41.6707940110001,1830,54,JV_09_24_P,Maxwell Mays,Audubon Society,801,LOMO2,1, , , , , ,M,M, , ,y
-71.693165515,41.6707696220001,1831,55,JV_09_24_P,Maxwell Mays,Audubon Society,802,ROMU,1, , , , , ,MR,M,Large, ,y
-71.6925395539999,41.6709142920001,1832,56,JV_09_24_P,Maxwell Mays,Audubon Society,807,CEOR7,1, , , , , ,A,X,Next to house, ,y
-71.692709624,41.6709650810001,1833,57,JV_09_24_P,Maxwell Mays,Audubon Society,808,BETH,2, , , , , ,MR,M, , ,y
-71.692713735,41.6709624010001,1834,58,JV_09_24_P,Maxwell Mays,Audubon Society,809,LOMO2,2, , , , , ,MS,M, , ,y
-71.692666125,41.671803271,1835,59,JV_09_24_P,Maxwell Mays,Audubon Society,815, ,0,PHOTO, , , ,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_24_815_W.jpg, , ,Field,y,y
-71.692751534,41.671419471,1836,60,JV_09_24_P,Maxwell Mays,Audubon Society,823,EUAL13,5, , , , , ,M,M,Near barn, ,y
-71.692833085,41.671695572,1837,61,JV_09_24_P,Maxwell Mays,Audubon Society,825,FRAL4,1, , , , , ,M,M,Near barn, ,y
-71.693203314,41.671385941,1838,62,JV_09_24_P,Maxwell Mays,Audubon Society,833, ,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_24_833_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_24_833_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_24_833_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_24_833_W.jpg, , , ,y,y
-71.7459245159999,41.916868627,1839,63,JV_09_28_P,Durfee Hill,DEM,839,CEOR7,0,PHOTO, , , ,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_28_839_W.jpg, , , ,y, 
-71.745978666,41.916801068,1840,64,JV_09_28_P,Durfee Hill,DEM,840,ROMU,1, , , , , ,S,TX,On trail, , 
-71.741746884,41.9179740370001,1841,65,JV_09_28_P,Durfee Hill,DEM,853,ROMU,5, , , , , ,M,X, , , 
-71.7421853449999,41.9164625280001,1842,66,JV_09_28_P,Durfee Hill,DEM,866, ,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_28_866_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_28_866_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_28_866_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_28_866_W.jpg, , ,On trail,y, 
-71.741094104,41.9165175970001,1843,67,JV_09_28_P,Durfee Hill,DEM,868,ROMU,5, , , , , ,M,RXI, , , 
-71.740114094,41.918140168,1844,68,JV_09_28_P,Durfee Hill,DEM,869,ROMU,1, , , , , ,M,RX,On trail, , 
-71.7403523039999,41.917713608,1845,69,JV_09_28_P,Durfee Hill,DEM,875,CEOR7,5, , , , , ,S,X,Pulled, , 
-71.740586074,41.917394598,1846,70,JV_09_28_P,Durfee Hill,DEM,879,ELUM,10, , , , , ,SA,RX,Roadside, , 
-71.740557914,41.917372637,1847,71,JV_09_28_P,Durfee Hill,DEM,880,ROMU,5, , , , , ,S,RX,Scattered, , 
-71.7401640539999,41.9168798580001,1848,72,JV_09_28_P,Durfee Hill,DEM,883,BETH,0,PHOTO,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_28_883_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_28_883_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_28_883_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_28_883_W.jpg, , , ,y, 
-71.741005764,41.9165696480001,1849,73,JV_09_28_P,Durfee Hill,DEM,888,BETH,1, , , , , ,MR,R,On road, , 
-71.7410677839999,41.9164931180001,1850,74,JV_09_28_P,Durfee Hill,DEM,889,ROMU,5, , , , , ,M,R, , , 
-71.742454825,41.914399067,1851,75,JV_09_28_P,Durfee Hill,DEM,890,ELUM,10, , , , , ,S,IT,Next to pond, , 
-71.742614244,41.9144694770001,1852,76,JV_09_28_P,Durfee Hill,DEM,891,ELUM,5, , , , , ,S,IT,Next to pond, , 
-71.758632738,41.8944983330001,1853,77,JV_09_28_P,Durfee Hill,DEM,894,BETH,1, , , , , ,A,M,In brush near pond, , 
-71.758245158,41.8943966620001,1854,78,JV_09_28_P,Durfee Hill,DEM,895,BETH,1, , , , , ,MR,IM,In brush near pond, , 
-71.7582291809999,41.894392945,1855,79,JV_09_28_P,Durfee Hill,DEM,0,CEOR7,2, , , , , ,A,IT,In brush near pond, , 
-71.7586641679999,41.8940130220001,1856,80,JV_09_28_P,Durfee Hill,DEM,897, ,0,PHOTO, ,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_28_897_E.jpg, , , , , ,y, 
-71.742238234,41.913741257,1857,81,JV_09_29_P,Durfee Hill,DEM,906,ELUM,5, , , , , ,A,TMI,On both sides of trail, , 
-71.742134554,41.9135996860001,1858,82,JV_09_29_P,Durfee Hill,DEM,907, ,0,PHOTO, , , ,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_29_907_W.jpg, , , ,y, 
-71.739358803,41.9154951670001,1859,83,JV_09_29_P,Durfee Hill,DEM,908,BETH,0,PHOTO, ,http://www.edc.uri.edu/rinhs_fhwp/photos/JV_09_29_908_E.jpg, , , , , ,y, 
-71.749084916,41.9073818250001,1860,84,JV_09_29_P,Durfee Hill,DEM,915,ELUM,0, , , , , ,A,R,On road, , 
-71.751513398,41.9144512870001,1861,85,JV_09_29_P,Durfee Hill,DEM,916,CEOR7,1, , , , , ,A,R,Pulled,y, 
-71.682080605,41.5431688670001,1862,86,RK_08_30_P,SW_Arcadia North South Trail/Crossover Trail,DEM,185,BETH,0, , , , , ,AM,HT, , , 
-71.682203155,41.5433844470001,1863,87,RK_08_30_P,SW_Arcadia North South Trail/Crossover Trail,DEM,186,BETH,0, , , , , ,AM,HT, , , 
-71.794959514,41.9180162000001,1864,1,GL_10_08_02_P,Hawkins Pond,Glocester Land Trust,397, ,0,Photo,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_10_08_02_397_N.jpg, , , , , , ,y, 
-71.795076025,41.9177796600001,1865,2,GL_10_08_02_P,Hawkins Pond,Glocester Land Trust,402, ,0,Photo,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_10_08_02_402_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_10_08_02_402_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_10_08_02_402_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_10_08_02_402_W.jpg, , , ,y, 
-71.7951332649999,41.91752602,1866,3,GL_10_08_02_P,Hawkins Pond,Glocester Land Trust,403, ,0,Photo,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_10_08_02_403_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_10_08_02_403_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_10_08_02_403_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_10_08_02_403_W.jpg, , , ,y, 
-71.795639615,41.9172454000001,1867,4,GL_10_08_02_P,Hawkins Pond,Glocester Land Trust,405, ,0,Photo,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_10_08_02_405_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_10_08_02_405_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_10_08_02_405_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_10_08_02_405_W.jpg, , , ,y, 
-71.795968445,41.9169303200001,1868,5,GL_10_08_02_P,Hawkins Pond,Glocester Land Trust,408, ,0,Photo,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_10_08_02_408_N.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_10_08_02_408_E.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_10_08_02_408_S.jpg,http://www.edc.uri.edu/rinhs_fhwp/photos/GL_10_08_02_408_W.jpg, , , ,y, 
